thread_id,customer_message,brand_reply,intent,decision,note
1246030,Come on  🤤 I'm a fan but today's travel has been insane. Haven't we learned anything from  with excessive overbooking,"Oh no, Jeromy. Let us know if there is anything we can assist with.  *ALA",other,auto,
2552927,"hi  please advertise if a ""window"" seat actually has a window on the plane next time! Would have picked a different seat to avoid getting sick if I knew it was going to be windowless 🙃",Hi. I apologize for the disappointment of not having a window to look out. It is intentionally left solid for structural purposes. I will share your feedback with our Leadership Team. Thank you for reaching out to us via Twitter.  *AJL,inflight_experience,auto,
1781466,It’s another beautiful evening to fly. Appreciate the hospitality! https://t.co/chJO8zwZJ8,"Dave, that's a fabulous pic. Thanks for sharing!  Tweet on! *TLT",praise,auto,
825957,. why was flight 5869 delayed for two hours and then we have just been sitting here for half an hour? Unacceptable,"Hi, Alex. There are ground delays at the JFK Airport. I'm very sorry for the inconvenience.  *HDG",delay_cancellation,auto,
1618049,"I hate  😩😭😭
Never again!!!","Sorry to hear about your disappointment, Medine. Please let us know if there is anything that we can do to help.  *AOS",other,escalate,
530921,This is pure class. This was laying on my seat after switching flights last minute due to weather delays. https://t.co/mfOBIxS00c,"Thanks for sharing the message. We really appreciate your loyalty, Mr. Sanders. Hope you have a wonderful weekend. *AMV",other,auto,
1158693,If I book flight on Expedia instead of Delta app are MQMs the same that I would earn?,"Unfortunately, we are unable to confirm this until you have purchased your ticket. Some fares are discounted fares and this may affect the MQMS earning value.  *AFC",other,auto,
250135,Hey  when is the cargo ban getting lifted? My cousin would like to come home from Puerto Rico with her doggie 🐶 #help,"Hello, Jen. Thank you for reaching out to us. Pls allow me a few mins to look into this for you.  *HJB",other,auto,
648416,see you in the morning,"Looking forward to having you, Addie. 😄 *ALA",other,auto,
2344611,"Flying out on a Sunday, taking  and enjoying my first class upgrade and direct flight to DC. Gonna be there for work for the next 12 days.  Vacation over, time to get back to the hustle.","Hey Kevin, we're happy you're traveling with us today! 😄 *AJY",other,auto,
776131,for some reason still checked in.  Please check out so i can check back in and get my comfort plus and first.class upgrades,You are on the upgrade list for First Class and Delta Comfort+ on both flights.  *HDG,other,auto,
2371631,Today I learned:  is really good at flight delays.,Hi Danielle. Is there anything I can do to assist you this evening? *TMS,other,auto,
602866,My trusty companion who has flown over a million miles on  with me  #Seat1A  #DL1863 #2MillionMiler https://t.co/Z9s9zd9U24,"Hi, Ron and Snoopy! 👋 *HYC",praise,auto,
2173291,"Yo  comfort plus is crazy. I'm flying like a king, 6'3 me has never been fully stretched out on a flight before","Aha! Now you can really s-t-r-e-t-c-h out, get comfy and make yourself at home. Enjoy your flight!  *TJH",praise,auto,
915488,Thanks  for great customer service. Despite major SFO delays I’ll be home today.,"Thank you for your patience and choosing us for your travel needs, Lesley.   *HDG",praise,auto,
1264751,You Rock Paul! awesome gate agent for #Delta Flight 3853 MEM-CVG @ gate B10. 1040 pm arrival &gt; 600am departure 😳 What a blessing!!  https://t.co/wbLwqKgog4,"We hate to delay you, Debbie but we are glad Paul was there to assist.  *ALA",praise,auto,
591656,But  is the best airlines period #LoveDelta ❤️,Thanks for the shout out. *TDH,praise,auto,
415824,"why can't I log into the Fly Delta app, but can get into the Fly Delta website ? Samsung7 Same userid/skymiles number &amp; pwd","Hi, Jill. I'm reporting the issue to our IT Team. Do you need any assistance with your account? *AMV",other,auto,
2922007,just when I thought you were on top of your game delta I get let down again!! Tv not working on a 4 hour flight?! 20 min on tarmac?,"So sorry to hear that, Casey. I will forward this to our maintenance team to take a further look.  *HVI",inflight_experience,auto,
2180888,- need help resetting miles skymiles password. It locked me out. Help!,"Hi, Gretchen. It usually takes 24 hours before you can try again. Once too many attempts are made it locks you out. Pls, DM your SkyMiles account number so I can take a look.  *TAY https://t.co/6iDGBJAc2m",website_app_issue,auto,
1226713,"I bought a ticket with trip protection last night, but the system erred and did not add it. It gave a phone number to call",1(800) 419-8016 *AMS,rebooking_change,escalate,
2168545,my husband and I got a “seat assigned at gate” notification on economy tickets (not basic economy) any way to select our seats in advance?,Hi there. I can certainly check into that for you. Please DM your confirmation number. Thanks. *TAS https://t.co/6iDGBJAc2m,inflight_experience,auto,
1304757,One of those nights where  seemed like they were trying to fuck with me. Didn't follow rules or take care of their best customers.,"I am sorry to hear that, Jamie. We are here if rebooking assistance is needed.  *HVI",other,auto,
1694085,Joining  Sky Club was a good idea #DelaySZN,"We do apologize for the delays,thank you for flying with us. *AMS",praise,auto,
2846557,", after seven years of trying, this is the year. I just booked my Diamond level flight. Pretty stoked to finally board early.",Have a wonderful afternoon! *AMR,other,auto,
409435,on flight DL 885 from GRR to Atlanta.sitting in 1St.  Pushing back.  Terrible attitude.  No drink was offered prior to take off.,I sincerely apologize. I wish your experience was better than what’s described.  *TAC,inflight_experience,escalate,
496228,My flight from SLC to ATL just went delayed jeopardizing my connection to SAV. The captain didn't seem optimistic. Are there any other routings from SLC available?,"Hello, there. I'll be happy to check on this for you. Can you please share your confirmation number via DM?  *AOS https://t.co/6iDGBJAc2m",delay_cancellation,auto,
2708608,flight 356 from Costa Rica cold raw dinner in first class. Ran out of Chardonnay half way through the flight which has never happened because they usually go to coach an get some. Absolutely the worst first class service ever for me in 19 years of Delta as plat or diam,"Oh my, so sorry to hear that, Bob. I will be sure to forward the feedback to our inflight management team.  *HVI",inflight_experience,escalate,
2491181,"Big props to  for a most relaxing flying experience, thanks! :)",Thank you so mush for the shout out! We love hearing from satisfied customers.  *TAS,praise,auto,
1294193,"Flying from T4 JFK this evening. If I check a bag and go thru security at T2 due to the issue at T4, will the bag make my flight?",Thank you for asking. You would need to check you bags at T4. Give yourself extra time to go through the  security checkpoint. *TDL,baggage,auto,
897231,". you have lost my instrument twice in two weeks.  While your staff is fumbling to find it, any suggestions on a better airline?","Ryan, I'm very sorry, I know how important this is to you. Have you reached out to our Baggage Team? *TBT",baggage,auto,
2001606,"Travel half way around the world only to receive half my luggage,  a week later not even an email update,  customer service bites...","I'm so sorry to hear all of this. We're here to help. Please DM your bag claim number, here, for assistance.  *TSL https://t.co/6iDGBJAc2m",inflight_experience,escalate,
1551454,"Well done, . Easily made my decision on whether to apply for your CC or not simply due to this LAX-LAS flight. No ground crew in LAS?!","We're sorry for such a poor first impression, Mark. Please let us know how we can assist via this channel. *ABN",other,auto,
2896776,"why are you guys not flying out of The Killeen, TX airport anymore","Hi, Taylor! We actually do have offer service from Killeen-Fort Hood Regional Airport (GRK). *TJE",praise,auto,
374561,Trying to figure out why  gate agents at #cle have so much attitude and 800 # can't actually assist? #customerdisservice,"Heather, how may we help via this channel? *TAC",other,auto,
1788382,"CONT. didn't look up my ticket at all, just said nope we're full. Delta GOLD but who cares.",highly value our SkyMiles Medallion Members such as yourself and definitely appreciate your business and loyalty. (2/2) *TAC,other,escalate,
1261945,A NWA tradition is back! Well done  ! https://t.co/its7zIF1hR,"Dan, we're doing our best to impress! Enjoy your trip! *HKM",praise,escalate,
417080,"Man if  treats a Gold-Golver like this, please pray for me my next Delta flight. https://t.co/GbOt1sls2q","Hi, Joey. Do you need any assistance? *AMV",other,auto,
362536,i have a question what number can i call forma support in mex city,"Hello, please allow me a few moments to get that information for you. *AJY",other,auto,query
1826156,Reminder  I recently sent you an email outlining what a nightmarish ordeal this flight was. From a valued customer...hit me back https://t.co/Sgc2LxRRrd,"Hi, Nora. You submitted your concerns to our Customer Solutions Team. It typically takes about 30-45 business days for them to respond. *ABN",other,auto,
438119,My flight attendants on October 8 flight DL 1321 were incredible. Went overboard on quality customer service,Now that's what we LOVE to hear Fitz! 🙌 #Winning *TJN,praise,auto,
1962101,DO NOT BUY DELTA GIFT CARDS AT MERCHANTS BECAUSE DELTA WON'T HONOR THEM FOR 3 DAYS EVEN THOUGH THEY ARE LEGAL AND ACTIVATED,Hi Ron! How can I assist you? *AJR,other,escalate,
729910,My Bro&amp;Fam flying out of PR tomorrow. PR doesn't have Power. Can they check in @ airport or can I do it?,Hi. One moment while I verify the current process for you. *ALY,other,auto,
2238316,"Flt#2446, complete disaster boarding! Even after delay, they still can’t board timely. This gate agent is CLUELESS. So we get further delayed!!!
#training?","Larry, I'm really sorry for the experience! Let me take a look at your flt. *HKM",delay_cancellation,auto,
1238084,your callback option isn't working and wait time 2+ hours. You guys okay? Did the apocalypse start with your customer service center?,Hello! I am here to help. Could you provide your confirmation number via DM so I can take a look for you? Thanks. *TDL... 1/2,other,auto,
1628376,"Old and new at #DeltaA350Day! Presentations, lunch and then the first  A350 flight ✈️✈️✈️😁 https://t.co/Vob7kXeMrq https://t.co/lULJm6fbg1",Wow! Sounds like a wonderful day.  *ALY,praise,auto,
2668882,why am I on standby for DL4635 tonight?,"Hi, please follow/DM your confirmation number so that I may check this for you. Thank you.  *ATJ",other,auto,
2512078,have been trying to get home since 4pm- it's now 1:18 &amp; we're stuck 10ft from JFK?! Starting to recall why I don't fly delta,"Our apologies for the unexpected delay affecting your flight, Halli. Please DM us your confirmation for assistance.  *ALA",other,auto,
2505621,"I just spent 3 days in NYC freezing my butt off to avoid checking bags. On way home, had to check bags anyway. Adds 45 mins at ATL",My sincere apologies to you for that. *TDL,baggage,auto,
1249101,inflight entertainment Isn’t ADA compliment - I could not turn closed caption on any inflight entertainment?!?,...this! Please share your flight details via DM so we can look into this.  *HDG 2/2,other,auto,
2123537,"LOLOLOL the current hold time for  customer service is 1 hour and 50 minutes. 

Is this a joke? I hope it is. All I need to do is update my name on my ticket. 😩","We apologize for the increased hold times. We are working furiously to reduce the wait, despite increased call volume. *AJZ",other,escalate,
1152924,Just switched to  due to  disgusting behavior. #fireracistsAA #Happened2MeonAA,Welcome! We love being your Ride. We're here for you let us know if you need anything. *HPL,praise,auto,
